TRACTNUM,TRACT,SevCrwd,TeenBirthProportion,TeenBirthAllWom,SingMother,MaltrtAllegRate,FosterCareEntry,TotalPov,ChildPov,ProxOffAlco,ProxOnAlco,HghSchOrHigh,TraffInjur,SNAP_FdStmp,PovertyRt,VoterPartic,TotalPopulation,ZIP,City,Longitude,Latitude,CES20Score,CES20PercentileRange,PollutionBurdenScore,PollutionBurdenPctl,LowBirthWeight,LowBirthWeightPctl,Education,EducationPctl,Poverty,PovertyPctl,Unemployment,UnemploymentPctl,PopCharScore,PopCharPctl,NeighborhoodName,n_FoodDesert,pct_FoodDesert,LiqCount,Uninsured
6073021000,210,0,,0,0.024096385,29.4,0,12.4,12.5,11.013514,9.5270271,80.900002,147.25999,0.085754782,0.178,79.1294643,4440,92004,Borrego Springs,-116.27356,33.1112185,23.11104532,46-50%,3.852401387,26.55880523,0.0494355,32.48686515,17.8,56.03088217,47.28734092,71.44118018,13.46,70.94060668,5.999127037,64.30452778,Desert Lodge,160.8016025,0.212139317,,0.063630275
6073015801,158.01,0.071999997,0,0,0.21765602,101,1,33.200001,43,90.507042,100,74.199997,39.77,0.23820396,0.42199999,43.2138979,3550,92020,El Cajon,-116.9593301,32.796887,35.95030647,71-75%,5.117584309,54.38705663,0.0493551,31.57368026,33.5,78.72421213,73.94919169,96.22998361,13.93,73.52791231,7.024858663,79.5936285,El Cajon,828.0757223,0.844975227,,0.063214369
6073002402,24.02,0.11,0,0,0.17957506,37.400002,1.1,26.6,33.099998,100,91.549294,59.299999,30.629999,0.24605894,0.28400001,37.5912409,5254,92105,San Diego,-117.1052315,32.7468137,27.57689414,56-60%,3.924164182,28.11449907,0.0500966,40.8806605,41.7,86.78648272,71.73226689,95.01954356,11.33,56.75503441,7.027456768,79.65634015,East San Diego,6.919239998,0.003720022,1313.5,0.063049853
6073019406,194.06,0.057,0,0,0.055484693,71.099998,1.9,6.4000001,7.5,1.7718236,9.5937767,71.800003,71.550003,0.0625,0.114,60.4134367,4628,92083,Vista,-117.2642216,33.1994118,14.66084812,21-25%,3.332606008,16.06720597,0.0465114,8.794095572,15.7,51.82888242,30.74712644,47.9889043,10.45,49.88529187,4.399214333,38.51749655,The Palms Trailer Park,776.2452429,0.736475563,,0.062874871
6073007400,74,0.024,0,0,0.060930699,42.099998,1,7.4000001,0,58.664642,51.213959,96.5,6.4899998,0.01071309,0.103,62.9875096,6590,92107,San Diego,-117.235253,32.7451404,6.78177213,1-5% (lowest scores),3.548500497,20.28624767,0.0475044,14.39829872,4.4,16.46627009,22.35550709,33.09796999,8.44,33.01045119,1.911165614,2.884735984,Loma Portal,219.7058685,0.217100661,3295,0.062519735
6073010005,100.05,0.124,0.1884058,0.006372549,0.18868895,94.099998,2.8,28,43.400002,19.427097,,58,14.17,0.21439588,0.27700001,45.4774775,7366,92173,San Ysidro,-117.0496159,32.5641527,33.93483643,71-75%,3.944892962,28.56253889,0.0543512,82.48686515,48,91.46943425,58.08223036,83.57079813,17.65,88.12133571,8.60221982,97.29085664,Otay Mesa,18.1801548,0.008267465,7366,0.062464509
6073020209,202.09,0.052999999,0,0,0.11590774,103.4,1.5,19.799999,30.299999,77.464195,15.227465,70.400002,9.6000004,0.046126552,0.164,61.7971334,4748,92027,Escondido,-117.0476028,33.138326,22.31000246,46-50%,3.321817344,15.83074051,0.0493212,31.22341756,26.1,69.75066447,46.90792487,70.83596016,12.96,67.85623248,6.716203858,74.90279694,Town & Country Mh Park,0,0,,0.062442608
6073013506,135.06,0.017000001,0,0,0.10263654,5.0999999,2.0999999,9.5,9.3000002,60.644058,58.791679,88.599998,,0.056497175,0.184,58.4818861,3509,91978,Spring Valley,-116.9605154,32.7223766,15.83401829,26-30%,3.20483914,13.8643435,0.0510293,52.90217663,19.3,59.06847235,36.95308382,57.53372841,19.67,92.59495284,4.940659295,46.79543459,Jamacha Junction,584.5914653,0.616007866,,0.061542525
6073013203,132.03,0.055,0,0,0.209622,57.700001,1.6,30.4,48.299999,78.790222,78.790222,61.400002,3.3299999,0.12714776,0.26800001,47.2677596,6464,91911,Chula Vista,-117.0642137,32.6067804,21.27778013,41-45%,2.886391738,9.359054138,0.047488,14.23567676,37.5,82.83761549,58.08571002,83.59601563,20.69,94.21361203,7.371757566,84.76106861,Castle Park,237.2083817,0.123998109,,0.061511164
6073003113,31.13,0.035,0,0,0.074380167,67.599998,0,12,26.4,3.8072577,,76.300003,7.9499998,0.057024792,0.133,48.518851,5043,92114,San Diego,-117.0644799,32.6961845,13.81762644,21-25%,2.493272238,4.803982576,0.0490879,28.69652239,17.9,56.32198456,31.38532286,49.07325684,13.02,68.25133826,5.541964583,56.71641791,South Encantato,1113.213398,0.972238775,,0.060734192
6073014902,149.02,0,0,0,0.067870036,,0,8.3000002,2.2,84.745766,89.704956,92,60.849998,0.033935018,0.061999999,64.4168147,3186,91942,La Mesa,-117.0117565,32.7707635,17.787846,31-35%,5.541009043,63.37274424,0.0511924,55.31648737,6.3,24.38931781,19.53631094,27.46185853,6.13,14.51695131,3.210217825,18.11112505,La Mesa,0,0,,0.060699588
6073003603,36.03,0.061999999,0,0,0.20633398,52.599998,4.1999998,33.299999,41.599998,91.438034,3.7133396,44.200001,9.1000004,0.15738964,0.34599999,41.8164617,4228,92113,San Diego,-117.1075924,32.6866623,46.57502706,86-90%,6.000315174,73.44119477,0.0472223,12.672004,50.7,93.17807872,69.93093241,93.99823477,14.36,75.77109355,7.762096774,89.90342406,South Crest,489.4326836,0.344186135,2114,0.060187469
6073012502,125.02,0.023,0,0,0.24984728,,0,23,30.4,100,100,55.799999,80.519997,0.13683568,0.315,41.5798611,4466,91910,Chula Vista,-117.1094056,32.6421028,44.0440964,86-90%,5.649744224,65.78718108,0.0548296,84.8886665,35.2,80.49613973,68.7609075,93.06518724,20.86,94.50675503,7.795768208,90.2922363,Chula Vista,0,0,,0.059969636
6073002902,29.02,0.012,0,0,0.078901485,43,0,20.4,32.299999,68.607742,54.628223,93.800003,22.33,0.055797733,0.175,62.150466,5272,92115,San Diego,-117.058923,32.7604105,16.13734075,26-30%,3.054767619,11.77349098,0.0489642,27.42056542,14.2,48.34831034,43.92845422,66.93985626,15.05,78.98292123,5.282673761,52.45202559,College Heights,0.860316813,0.000916205,878.66669,0.059923854
6073005300,53,0.055,0,0,0,98.699997,19.700001,23.4,78.599998,100,100,84,79.32,0.035631295,0.242,54.181338,6667,92101,San Diego,-117.1615102,32.7156831,27.5811842,56-60%,5.524159333,63.06160548,0.052531,69.18939204,18.9,58.23313505,41.96630626,64.40549742,2.89,1.542187102,4.992829232,47.7486517,San Diego,0,0,512.84613,0.059897172
6073019701,197.01,0.013,0.56666666,0.012810851,0.045992117,52.400002,0,6.3000002,4,27.881104,23.463966,84.400002,5.6500001,0.014892685,0.086999997,59.6858639,6022,92081,Vista,-117.2637886,33.186867,12.42290618,16-20%,3.282662982,15.08400747,0.0476828,15.39904929,16.5,53.5375269,30.09766793,46.84150801,11.56,58.27173082,3.784398903,27.91922739,Rancho Calevero Mh Pa,453.2137531,0.421986735,,0.059864225
6073020307,203.07,0.026000001,0.64227641,0.044183444,0.055449329,90.5,1.3,2.5,0,26.847979,15.313807,87.300003,46.240002,0.013001912,0.089000002,67.1212121,7170,92029,Escondido,-117.1270331,33.0939803,26.2201099,56-60%,6.622057362,84.24393279,0.0447978,3.039779835,15.8,51.99341855,28.89070591,44.68541168,12,61.25414224,3.959511141,31.18023329,Harmony Grove,779.1233128,0.527503936,,0.059680968
6073017009,170.09,0,0,0,0.1,63.599998,0,8.1999998,4.5,28.404573,30.641153,95,31.1,0,0.048,68.7943262,4024,92064,Poway,-117.0283696,32.9677095,10.96575235,11-15%,3.899798773,27.54200373,0.0500741,40.48036027,6.9,26.7940767,14.20950533,15.9626781,6.3,15.76599541,2.811876455,11.80233287,Poway,668.6680401,0.663361151,,0.059679767
6073001200,12,0.003,0,0,0.11468813,79.099998,0,23.299999,35.900002,100,96.431099,90.300003,7.3800001,0.072434604,0.22400001,56.923626,5660,92116,San Diego,-117.1317978,32.7580745,18.05361459,31-35%,4.45159648,39.46484132,0.048168,19.80235176,10.7,39.43804582,46.43823264,70.28117514,10.37,49.0950803,4.05553708,33.0866675,University Heights,8.710554662,0.010369708,943.33331,0.059441827
6073000202,2.02,0,0,0,0.055757027,,0,8.8000002,0,48.312737,47.290874,93.5,23.860001,0.000906618,0.052999999,64.25,4208,92103,San Diego,-117.1751643,32.7453846,8.771463586,6-10%,4.567483696,42.21530803,0.0467132,9.794846135,3.3,10.88469814,17.21603035,22.34270584,4.64,6.551108845,1.920414865,2.947447636,Five Points,222.1366626,0.463750861,841.59998,0.059204219
6073002301,23.01,0.018999999,0,0,0.12230216,65.900002,1.4,32.599998,35.299999,100,100,70.800003,14.18,0.14028777,0.303,46.6424682,2821,92115,San Diego,-117.0947635,32.7573492,27.06567814,56-60%,3.711300216,23.434972,0.0621892,98.97423067,29.7,74.0412606,61.82190379,87.50472828,12.69,66.18659189,7.292775191,83.49429324,East San Diego,0,0,2821,0.059128631
6073013206,132.06,0.022,0,0,0.14488392,41.5,0.60000002,28.6,42.900002,77.444984,61.384476,63,20.040001,0.074376613,0.322,52.1271832,6544,91911,Chula Vista,-117.0722501,32.5991876,31.06853239,66-70%,4.012049361,30.04355943,0.0455091,4.903677758,38.1,83.45779015,57.15541233,82.43601059,23.19,96.82640836,7.743806119,89.69020444,Otay,0,0,,0.059108955
6073009705,97.05,0,0,0,0.039050534,52,1.3,3.7,1.6,3.5049288,,97.5,11.68,0.006891271,0.033,74.8094835,3652,92120,San Diego,-117.073373,32.78497,12.92109133,16-20%,4.448687177,39.39016801,0.0481225,19.31448586,3.9,13.87166181,14.20245399,15.95006935,5.09,8.552128473,2.904472897,13.20707387,Del Cerro,454.9765385,0.602617932,,0.059008161
6073016606,166.06,0,0,0,0.046335299,48.700001,1.3,7.6999998,12.9,30.371901,30.489965,87.5,87.75,0.0379107,0.081,67.6794133,3388,92071,Santee,-117.0126279,32.841342,15.29253462,26-30%,4.675612772,44.62974487,0.0465852,9.056792594,14.3,48.61409948,16.68523677,21.24574455,13.49,71.04256946,3.270701696,19.0016305,Mission Gorge Villa Mh,630.5652342,0.801226473,,0.058889512
6073010109,101.09,0.055,0,0,0.12292938,59,7.5999999,23.4,34.099998,59.630032,32.905331,71.5,34.200001,0.098517872,0.164,50,4595,92154,San Diego,-117.0884184,32.5494881,25.34757917,51-55%,4.617305501,43.5096453,0.052739,71.09081811,26.9,70.76319453,37.04288939,57.65981591,8.31,31.92709661,5.489690722,55.98896275,Nestor,678.4828762,0.540193373,,0.05883679
6073001700,17,0.005,0,0,0.056603774,55.900002,2.0999999,22.700001,43,98.030174,92.183571,96.400002,5.1700001,0.04528302,0.18799999,56.0073093,4772,92116,San Diego,-117.1207142,32.7582452,21.27704898,41-45%,4.165878731,33.30429371,0.0544039,82.78709032,12.5,44.33615998,42.94017922,65.76724247,10.3,48.55977568,5.107457599,49.63000125,Normal Heights,0,0,2386,0.058794828
6073012700,127,0.055,0,0,0.17221908,161.8,5.5999999,34.400002,58.099998,79.616547,70.716446,70.300003,17.790001,0.16996047,0.33700001,50.0572738,4955,91910,Chula Vista,-117.0851125,32.6341315,32.82231011,66-70%,4.382015662,37.85936528,0.0544949,83.18739054,27.1,71.02898367,60.29045643,85.96646072,15.57,81.00943156,7.490231127,86.46682554,Chula Vista,370.3539568,0.300368173,,0.058554817
6073015701,157.01,0.071000002,0,0,0.20961347,81.099998,2.8,32.900002,39.700001,86.023399,69.09761,72.900002,35.57,0.19425173,0.37400001,42.4715909,6239,92021,El Cajon,-116.9420918,32.7977009,30.86977841,61-65%,3.912042088,27.81580585,0.0578611,94.39579685,30.4,74.95253765,65.2815226,90.45517589,13.51,71.14453225,7.890962754,91.34579205,Bostonia,0,0,,0.058298821
6073008002,80.02,0,0,0,0.034313727,19,0,5.6999998,0,13.441713,,98.800003,55.75,0.014705882,0.043000001,71.9158613,2522,92109,San Diego,-117.2422494,32.8083069,5.826863292,1-5% (lowest scores),2.317259437,3.31051649,0.0518042,62.13410058,0.7,0.873307176,9.927360775,8.145252805,6.72,19.13076727,2.514549385,8.177599398,Pacific Beach,360.0639944,0.925614381,2522,0.058252427
6073010300,103,0.090000004,0,0,0.018354861,64.800003,0,6.6999998,1,42.800087,13.090748,77.900002,,0.087695442,0.090999998,59.4334851,4507,91932,Imperial Beach,-117.1144635,32.575638,18.90769812,36-40%,2.963488254,10.32980709,0.0516425,60.28271203,14.7,49.48740666,40.7226959,62.89244736,15.47,80.56334438,6.380216994,70.11162674,Imperial Beach,113.1934965,0.099554526,,0.058207452
6073018614,186.14,0.005,0,0,0.11163708,,0,8.5,9.8000002,35.956268,56.529102,82.800003,7.0799999,0.025641026,0.116,63.2283465,6494,92058,Oceanside,-117.3318904,33.2306185,16.83128938,31-35%,3.401823163,17.3988799,0.0495293,33.51263448,11.6,41.91874446,36.86998395,57.42024965,10.8,52.84221259,4.947726139,46.89577323,Laguna Vista Trailer P,390.7754246,0.257597511,,0.058202803
6073016402,164.02,0.032000002,0,0,0.13569322,103.7,5.0999999,25.200001,38.299999,49.704777,41.639828,83.599998,64.949997,0.1179941,0.20299999,58.7193037,7452,92021,El Cajon,-116.9101919,32.8091378,22.37873898,46-50%,3.786214755,25.12756689,0.060614,97.99849887,16.6,53.71471966,33.93841603,53.309797,16.07,82.88299771,5.910583638,62.64894017,Granite Hills,223.0405861,0.127597589,,0.058114332
6073020106,201.06,0,0,0,0.19638009,46.900002,0,7.0999999,3.5999999,18.275045,2.5506179,78.900002,11.55,0.010859729,0.096000001,63.9929742,3803,92026,Escondido,-117.0867344,33.1501424,14.42932867,21-25%,3.207021117,13.9390168,0.0489918,27.69577183,24.2,66.78901405,42.01704545,64.53158492,3.87,3.555952077,4.499293316,39.94732221,Sundance Mh Park,989.3748318,0.944961635,,0.057884232
6073020025,200.25,0.028999999,0,0,0.029036004,47.200001,0,3.2,0,43.385216,46.562904,85.5,35.52,0,0.071999997,59.3264249,4626,92069,San Marcos,-117.1298502,33.1395167,15.51161302,26-30%,4.921327612,50.16801493,0.0449021,3.327495622,12.8,44.89305151,36.24651063,56.44937587,7.49,25.08284476,3.151916362,17.15790794,Casitas Del Sol Mh Pa,227.1591181,0.213094858,,0.057608696
6073010111,101.11,0.229,0,0,0.15782829,86.800003,2.2,37.599998,60.200001,50.45573,32.48698,53,,0.21212122,0.27900001,45.9484346,3072,92173,San Ysidro,-117.0662396,32.5641819,31.86498256,66-70%,4.344194729,37.11263223,0.0499229,38.70402802,47.8,91.34286799,64.67139772,89.91299962,17.54,87.82819271,7.335072331,84.2217484,Otay Mesa,47.94739747,0.051171182,,0.057002758
6073021100,211,0.001,0,0,0.066949554,84.800003,2.5,22.1,35.599998,10.778759,5.8373961,77.5,272.79001,0.057520039,0.23199999,62.8928987,7589,91906,Campo,-116.456874,32.7026541,23.16221858,46-50%,4.9559968,50.88985688,0.0452343,4.078058544,24.4,67.01683331,40.38613705,62.35027109,14.94,78.43487127,4.67357416,42.5435846,Clover Flat,44.23214568,0.022441474,,0.056932672
6073022000,220,0.028000001,0.086956523,0.006264683,0.11471103,,0,21.5,20.4,81.055901,80.195892,60.900002,22.82,0.066549912,0.177,49.3494424,4186,91950,National City,-117.0871662,32.6798189,36.05613175,71-75%,4.548209567,41.68014935,0.0549903,85.68926695,34.3,79.55954942,53.70571615,78.70382045,13.67,72.02396125,7.927544064,91.72206196,National City,0,0,,0.056912342
6073010401,104.01,0.071000002,0,0,0.1312336,54,1.4,25.299999,41.200001,100,80.838081,73.099998,14.73,0.17847769,0.30199999,45.3300125,2458,91932,Imperial Beach,-117.1072875,32.5794072,15.71603536,26-30%,2.380536766,3.920348475,0.0492667,30.5729297,34.5,79.74939881,63.37719298,88.87908208,17.15,86.63013,6.601887263,73.28483632,Imperial Beach,331.6220773,0.455524832,,0.056750572
6073015802,158.02,0.01,0,0,0.16363636,79.5,2.7,24.299999,39.900002,84.164345,50.652687,70.099998,38.369999,0.26836362,0.30899999,51.4694202,4673,92020,El Cajon,-116.9599184,32.7912947,37.11028318,76-80%,4.623002885,43.63410081,0.0510091,52.67700776,30.3,74.85128465,63.51450158,88.95473459,21.3,95.16951313,8.027311274,92.62510975,El Cajon,1109.000007,1.000000007,,0.056725291
6073014803,148.03,0,0,0,0.017097764,79,5.4000001,11.3,0,85.351814,72.388062,94.300003,16.450001,0.017536169,0.17200001,62.745098,4690,91942,La Mesa,-117.0229522,32.7788537,26.78675139,56-60%,5.561010498,63.87056627,0.0486802,24.66850138,5.1,19.47854702,32.69544924,51.24196192,16.36,84.00458833,4.8168856,44.90154271,La Mesa,176.1689756,0.25348054,,0.05647284
6073012102,121.02,0.090999998,0,0,0.058163267,83.199997,2.0999999,20.299999,46.5,53.278439,2.5007625,64.5,13.64,0.11632653,0.26699999,53.5947712,3279,91950,National City,-117.0785905,32.6703501,30.20739749,61-65%,4.238126409,34.97199751,0.0517753,61.6962722,26.3,70.05442349,52.82909931,77.82120792,12.06,61.81493755,7.12753575,81.03599649,Lincoln Acres,374.5311706,0.400996971,,0.056465769
6073000600,6,0,0,0,0.024985474,34.299999,0,12.1,0,82.01416,80.952377,94.199997,97.660004,0.00464846,0.118,66.8047882,3108,92103,San Diego,-117.1518924,32.7529964,12.79444395,16-20%,4.419472931,38.76789048,0.0480795,18.91418564,5.1,19.47854702,26.59846547,40.71365528,6.14,14.5934234,2.895015796,13.04402358,Hillcrest,1.424810529,0.007828629,621.59998,0.056192237
6073018610,186.1,0.033,0.074324325,0.005693582,0.090539165,74.099998,0,14.9,26.5,25.225933,18.781925,72.300003,14.04,0.11139369,0.191,56.9636136,7635,92057,Oceanside,-117.3032478,33.2591005,22.12892651,46-50%,3.87482726,26.90728065,0.0480986,19.08931699,32.3,77.25604354,46.91391816,70.84856891,13.46,70.94060668,5.710945294,59.58861156,San Luis Rey,2208.707741,0.950799716,,0.055501188
6073020903,209.03,0.004,0,0,0.051706307,115.7,1.9,9.8999996,7.9000001,0,1.3157895,90.400002,433.89001,0.073422961,0.156,74.2047426,3192,92086,Warner Springs,-116.6970824,33.2564808,21.30378476,41-45%,4.22527699,34.71064095,0.0486031,23.76782587,10.8,39.64055183,35.32068654,55.13806582,22.35,96.13815957,5.041985367,48.56390317,Morettis Junction,194.4497181,0.382775036,,0.055480379
6073017304,173.04,0.016000001,0,0,0.049790796,57.799999,0,8,8.5,46.296295,86.855484,89.599998,35.490002,0.013389122,0.093999997,68.3892617,5508,92075,Solana Beach,-117.2633676,32.9903701,16.56634095,31-35%,4.433170897,39.05413815,0.0488237,26.08206155,14,47.77876218,27.47772322,42.36540159,10,46.13815957,3.736905554,27.00363728,Eden Gardens,512.0647194,0.570227973,,0.05536269
6073012401,124.01,0.007,0.32258064,0.036275696,0.15632755,48.5,4,20,32.700001,99.211098,53.862896,68.800003,40.130001,0.17369728,0.31099999,49.6638655,3676,91950,National City,-117.0905516,32.6511008,38.8834362,76-80%,5.179649429,55.88052271,0.0545956,83.7753315,33.4,78.55967599,49.88684125,74.44206279,16.75,85.20265103,7.50696292,86.69258748,Chula Vista,1.345718175,0.001364826,,0.055337263
6073000300,3,0.017999999,0,0,0.016987542,41.200001,0,11.8,0,100,92.941673,94.099998,23.49,0.028690072,0.15000001,69.7112367,4732,92103,San Diego,-117.1622682,32.7447803,13.90145619,21-25%,4.222125245,34.59863099,0.0508113,50.11258444,6.3,24.38931781,24.63960967,37.12016139,5.09,8.552128473,3.292525773,19.34027342,Hillcrest,41.48172015,0.169313143,788.66669,0.055267313
6073010012,100.12,0.26800001,0,0,0.2025,62.400002,0,15.4,16.5,78.541801,78.541801,61.900002,,0.1075,0.23199999,42.2546012,4581,92173,San Ysidro,-117.0584994,32.5607791,26.98402032,56-60%,4.508691541,40.79651525,0.0450225,3.590192644,40.8,85.82457917,53.06598275,77.99773042,10.46,49.9745093,5.984889425,64.02859651,Otay Mesa,0,0,,0.05490926
6073017501,175.01,0,0,0,0.040208489,30.799999,0,12.2,27.700001,74.575661,81.545685,94.800003,46.639999,0,0.052999999,69.1537306,2769,92024,Encinitas,-117.2920275,33.0402437,5.377140115,1-5% (lowest scores),4.212063908,34.38705663,0.0460938,6.830122592,5.2,20.02278193,17.96927188,24.1079309,4.25,4.983431048,1.276604589,0.438981563,Encinitas,72.86016263,0.192243173,,0.054776219
6073008501,85.01,0,0,0,0.024334252,32.799999,0,10.1,14.3,48.795296,,94.099998,17.83,0.025252525,0.131,71.3692946,5271,92117,San Diego,-117.2237382,32.8318456,13.64093882,21-25%,4.059083085,31.06409459,0.0481074,19.18939204,6.4,24.79432983,29.9706846,46.65237675,6.12,14.41498853,3.360596109,20.41891383,Elvira,1034.574269,0.999588665,2635.5,0.054601648
6073008358,83.58,0.028999999,0,0,0.066636026,50.400002,1.6,9.6000004,8,33.048519,28.303326,89.800003,8.9200001,0.017003676,0.093000002,58.8426528,6554,92126,San Diego,-117.1335089,32.9099606,15.2340802,26-30%,3.813731908,25.67517113,0.0511584,54.79109332,10.3,38.31160613,21.15027829,30.6266549,8.36,32.34769309,3.994533588,31.89514612,The Woods Trailer Park,501.2308399,0.382327109,2184.6667,0.054448871
6073018510,185.1,0.016000001,0,0,0.039119806,79.800003,0,12.1,14.4,47.260506,64,73.199997,20.780001,0.070904642,0.19599999,60.4538088,2975,92054,Oceanside,-117.3364699,33.2158066,16.6086587,31-35%,3.738453706,24.08214063,0.04779,16.41230923,12.3,43.91849133,33.05613306,51.85979069,14.46,76.14070864,4.442654639,39.25749404,Oceana,662.5877514,0.91014801,,0.054400554
6073014400,144,0.026000001,0,0,0.11189304,160.5,4.4000001,33.099998,48.099998,79.193871,100,75.099998,123.49,0.10204082,0.35299999,42.9854872,3523,91945,Lemon Grove,-117.0341068,32.7435374,35.51246381,71-75%,4.707857541,45.32669571,0.0530536,73.51763823,26.1,69.75066447,66.27092846,91.18648342,16.01,82.69181749,7.543232458,87.05631506,Lemon Grove,237.2017094,0.263850622,,0.054327808
6073020108,201.08,0.044,0,0,0.086006828,95,1.1,13.6,14.1,83.141235,44.968174,64.699997,25.41,0.047781572,0.15700001,50.4295533,5813,92026,Escondido,-117.0867921,33.137136,27.62363369,56-60%,4.299949087,36.32856254,0.0526452,70.0525394,42.8,87.84963929,60.01881468,85.76472072,6.23,15.17970941,6.424176921,70.73874326,Mobile Haven Mh Park,1535.951295,0.802063339,,0.054171385
6073009805,98.05,0.008,0,0,0.072222225,38.200001,1.1,6.5999999,8.5,10.922587,16.436903,94.800003,,0.042929292,0.050999999,74.3814594,4715,92119,San Diego,-117.0343554,32.8156078,11.34992902,16-20%,3.393095255,17.18730554,0.0531525,74.50587941,4,14.4538666,15.66449636,19.19051822,4.5,5.939332144,3.345007483,20.09281324,Highlands Mh Park,775.2620609,0.799239238,,0.054064566
6073020404,204.04,0.009,0,0,0.063631378,48.700001,0.89999998,19.799999,25.700001,44.339249,41.913216,82,21.530001,0.017553484,0.20200001,66.4115989,5070,92029,Escondido,-117.1011559,33.0970653,23.40121767,46-50%,5.816544234,69.50840075,0.0471021,11.83387541,16.3,53.08188837,33.39416058,52.38935821,9.78,44.40479225,4.023216661,32.44700865,Casa De Amigos Mh Park,558.7480094,0.51592614,,0.054023845
6073005600,56,0.050999999,0,0,0.005400914,28,0,10.4,13.5,99.193367,99.753532,92.5,235.37,0.003323639,0.102,59.2897358,4463,92101,San Diego,-117.1472238,32.7303885,24.24191643,51-55%,6.785705627,86.70815184,0.0503493,44.02051539,7.1,27.45222124,27.08453134,41.58365906,2.69,1.274534795,3.572497506,24.13144362,Brooklyn Heights,6.011251885,0.024942954,892.59998,0.05399061
6073010112,101.12,0.29800001,0,0,0.32314107,54.400002,0.60000002,26.4,28.5,52.791771,18.807724,68.300003,10.68,0.13551077,0.27900001,39.6812749,4764,92154,San Diego,-117.0804032,32.5689086,20.56101464,41-45%,3.197929546,13.80211574,0.0491331,29.18438829,27.9,72.14276674,60.81444487,86.52124574,19.4,92.25082845,6.429477054,70.8390819,Nestor,1615.884434,0.999310101,2382,0.053460342
6073010010,100.1,0.15800001,0,0,0.13278975,44.299999,0,20.700001,27.6,69.782211,37.586208,62.700001,3.6600001,0.13919628,0.25999999,54.5776205,5510,92154,San Diego,-117.0636964,32.5783698,24.15149798,51-55%,3.218415885,14.13814561,0.0523795,67.6882662,37.2,82.53385647,49.87676056,74.39162779,13.67,72.02396125,7.504156967,86.64241816,Otay Mesa,562.750199,0.392160417,1836.6666,0.052916521
6073012003,120.03,0.055,0.29166666,0.010494753,0.097271651,69,3.3,6.6999998,10.2,62.876755,35.660995,64.900002,41.93,0.040332146,0.101,57.0987654,3351,91950,National City,-117.0744466,32.6801039,28.63442363,61-65%,3.815913885,25.68761668,0.0555701,87.89091819,33.2,78.3192001,32.43423243,50.81326441,12.72,66.39051746,7.503949119,86.6173335,Lincoln Acres,18.29212284,0.02014551,,0.052894212
6073015000,150,0,0,0,0.060813531,68.900002,2.2,21.6,17.799999,41.256256,40.868721,90.300003,16.73,0.060008056,0.192,63.8655462,6193,91942,La Mesa,-117.0092136,32.784615,15.43346779,26-30%,5.064004655,53.19228376,0.0445313,2.501876407,10.7,39.43804582,31.70351915,49.48934561,9.07,38.47820546,3.047680412,15.57757431,Alta,299.2422327,0.232330926,,0.052442079
6073018100,181,0.008,0,0,0.054304104,54.099998,3.9000001,6.4000001,5.0999999,68.881432,61.053188,87.900002,40.830002,0.027353179,0.15700001,64.1956321,5659,92054,Oceanside,-117.3611032,33.1771015,19.93755591,41-45%,4.622154338,43.60920971,0.0508173,50.21265949,9.5,35.72965447,29.05018232,44.95019544,13.51,71.14453225,4.313476887,37.06258623,South Oceanside,309.5268825,0.313921788,,0.05243966
6073007905,79.05,0,,0,0,,0,17.9,0,97.987617,97.987617,96.5,17.030001,0,0.25400001,56.8988173,2584,92109,San Diego,-117.2526157,32.7996991,6.493313389,1-5% (lowest scores),2.154823381,2.302426882,0.0532886,75.54415812,4,14.4538666,42.73469388,65.43941495,8.13,30.37216416,3.013385434,14.9504578,Pacific Beach,0,0,1292,0.052414362
6073007600,76,0,0,0,0,122,3.4000001,20.5,6.0999999,72.837524,82.700195,96,112.59,0.004928132,0.226,58.6206897,5607,92109,San Diego,-117.2254607,32.7815696,16.03921891,26-30%,5.284747982,57.97137523,0.0531861,74.78108581,3.7,12.93507151,39.11985847,60.42113227,9.48,41.88121336,3.035001663,15.37689703,Mission Bay,285.8782165,0.931199402,431.30768,0.052309783
6073011902,119.02,0,0,0,0.1109589,91.900002,4.8000002,7.3000002,12.9,59.035454,15.993137,71.599998,39.849998,0.043835618,0.097000003,55.5794916,5246,91950,National City,-117.0816035,32.6883686,27.41734338,56-60%,3.912163309,27.8282514,0.0558363,89.01676257,23.3,65.57397798,30.584257,47.67368554,8.75,35.50853938,7.008230795,79.36786655,Valencia Park,53.63090219,0.043111658,,0.052262829
6073010106,101.06,0.17399999,0.26086956,0.027522936,0.23890339,39.900002,0,20.200001,30.5,48.23077,40.076923,60.400002,12.04,0.1305483,0.241,48.5576923,5200,92154,San Diego,-117.0723177,32.5717846,19.54519717,36-40%,3.282056877,15.04667082,0.043206,1.013259945,45.2,89.53297051,56.29558541,81.42731055,12.86,67.18072903,5.95516711,63.5269033,Nestor,636.491618,0.440478628,1300,0.052158961
